"vuosi";"kunta18";"amuutto_lahto";"tyopaikka_muutto_lahto";"tyollistyy_muutto_lahto";"amuutto_tulo";"tyopaikka_muutto_tulo";"tyollistyy_muutto_tulo";"tyo_muutto_lahto";"tyo_muutto_tulo"
2011;755;285;45;26;281;49;26;71;75
2011;758;228;37;27;239;56;30;64;86
2011;759;80;13;10;52;5;9;23;14
2011;761;272;46;34;237;34;19;80;53
2011;762;151;29;19;109;17;9;48;26
2011;765;342;67;38;327;70;29;105;99
2011;766;9;NA;NA;NA;NA;NA;NA;NA
2011;768;84;12;7;59;7;8;19;15
2011;771;47;7;7;44;7;6;14;13
2011;777;257;35;39;148;31;20;74;51
2011;778;227;39;21;247;32;27;60;59
2011;781;131;22;23;118;14;12;45;26
2011;783;258;36;37;220;38;32;73;70
2011;785;109;14;18;97;13;14;32;27
2011;790;662;89;96;669;93;72;185;165
2011;791;234;42;37;143;23;18;79;41
2011;831;219;18;38;163;22;9;56;31
2011;832;141;26;26;87;10;12;52;22
2011;833;55;14;9;50;NA;NA;23;12
2011;834;247;38;35;222;34;21;73;55
2011;837;9909;2061;1325;11032;2003;1588;3386;3591
2011;844;58;5;12;71;16;6;17;22
2011;845;102;12;13;75;13;9;25;22
2011;846;177;30;25;122;20;12;55;32
2011;848;145;16;22;142;20;17;38;37
2011;849;100;20;16;90;16;13;36;29
2011;850;73;6;11;99;17;4;17;21
2011;851;715;108;126;582;104;78;234;182
2011;853;7512;1508;950;8406;1471;1255;2458;2726
2011;854;130;16;23;87;15;7;39;22
2011;857;108;8;16;84;11;6;24;17
2011;858;1684;315;166;1759;357;134;481;491
2011;859;293;33;41;242;40;20;74;60
2011;886;566;58;88;493;78;40;146;118
2011;887;201;22;31;163;25;19;53;44
2011;889;104;11;15;79;6;5;26;11
2011;890;55;NA;NA;52;10;12;19;22
2011;892;117;17;11;132;20;11;28;31
2011;893;147;23;24;135;22;18;47;40
2011;895;473;65;74;343;69;49;139;118
2011;905;2452;529;323;2742;473;459;852;932
2011;908;599;81;77;647;116;69;158;185
2011;911;74;4;10;68;NA;NA;14;17
2011;915;775;135;122;644;79;73;257;152
2011;918;95;14;10;87;20;8;24;28
2011;921;73;9;10;71;14;7;19;21
2011;922;193;29;24;193;25;15;53;40
2011;924;103;13;22;59;12;12;35;24
2011;925;140;19;19;120;18;22;38;40
2011;927;1219;219;110;1237;219;116;329;335
2011;931;185;32;29;155;28;16;61;44
2011;934;88;17;9;67;16;8;26;24
2011;935;130;22;16;112;15;16;38;31
2011;936;250;40;38;211;34;18;78;52
2011;941;14;NA;NA;13;NA;NA;NA;NA
2011;946;155;22;31;151;19;16;53;35
2011;976;135;14;24;99;16;14;38;30
2011;977;495;90;79;580;107;63;169;170
2011;980;1285;173;158;1375;205;121;331;326
2011;981;102;18;16;94;16;7;34;23
2011;989;188;29;28;156;23;13;57;36
2011;992;574;87;78;571;72;59;165;131
2012;5;276;44;46;182;26;22;90;48
2012;9;93;8;15;95;17;8;23;25
2012;10;308;51;44;261;42;27;95;69
2012;16;352;47;40;327;47;27;87;74
2012;18;213;28;23;222;46;12;51;58
2012;19;170;24;26;137;15;8;50;23
2012;20;570;78;55;559;100;53;133;153
2012;35;18;NA;NA;18;NA;NA;4;NA
2012;43;32;NA;NA;26;4;5;6;9
2012;46;66;10;9;48;9;4;19;13
2012;47;52;10;9;47;7;8;19;15
2012;49;10978;2006;1020;11463;2235;1317;3026;3552
2012;50;317;45;25;283;41;34;70;75
2012;51;294;23;45;297;39;34;68;73
2012;52;79;12;11;42;13;4;23;17
2012;60;103;20;6;94;15;7;26;22
2012;61;695;104;82;607;80;73;186;153
2012;62;17;NA;NA;7;NA;NA;4;NA
2012;65;13;NA;NA;9;NA;NA;4;NA
2012;69;212;29;20;199;37;26;49;63
2012;71;266;49;40;150;22;20;89;42
2012;72;30;NA;NA;30;NA;NA;NA;4
2012;74;39;13;6;18;NA;NA;19;5
2012;75;514;68;77;416;64;42;145;106
2012;76;48;4;6;47;6;5;10;11
2012;77;146;19;11;131;NA;NA;30;25
2012;78;288;55;25;185;26;23;80;49
2012;79;247;27;31;252;39;20;58;59
2012;81;143;14;28;104;22;9;42;31
2012;82;413;44;43;401;51;27;87;78
2012;86;404;64;44;379;70;25;108;95
2012;90;135;13;17;102;14;14;30;28
2012;91;20646;3642;1621;24607;5187;3751;5263;8938
2012;92;10034;1879;826;9777;1903;1061;2705;2964
2012;97;90;9;9;79;NA;NA;18;14
2012;98;1052;143;137;934;134;81;280;215
2012;99;59;5;7;39;NA;NA;12;10
2012;102;308;55;27;294;42;28;82;70
2012;103;79;6;5;76;11;11;11;22
2012;105;96;13;8;64;13;6;21;19
2012;106;1721;355;152;1660;349;170;507;519
2012;108;379;53;46;373;55;25;99;80
2012;109;2452;474;290;2460;454;307;764;761
2012;111;647;90;71;608;76;45;161;121
2012;139;332;31;43;318;40;30;74;70
2012;140;764;135;105;785;127;90;240;217
2012;142;220;29;24;199;26;21;53;47
2012;143;324;46;38;287;42;31;84;73
2012;145;401;60;54;405;65;39;114;104
2012;146;173;25;19;116;11;12;44;23
2012;148;242;40;32;240;56;30;72;86
2012;149;222;38;23;195;27;14;61;41
2012;151;79;16;14;44;7;4;30;11
2012;152;170;22;19;128;19;11;41;30
2012;153;800;127;99;687;94;78;226;172
2012;165;590;100;45;541;97;42;145;139
2012;167;3065;551;504;3184;447;378;1055;825
2012;169;207;28;21;181;26;12;49;38
2012;170;170;16;17;223;29;13;33;42
2012;171;188;22;28;146;21;14;50;35
2012;172;144;14;18;146;22;14;32;36
2012;176;173;37;13;106;19;10;50;29
2012;177;83;12;6;57;6;6;18;12
2012;178;195;37;23;124;17;12;60;29
2012;179;5306;1196;774;5841;940;733;1970;1673
2012;181;57;NA;NA;48;5;7;10;12
2012;182;573;93;81;499;81;55;174;136
2012;186;1849;355;159;2099;426;157;514;583
2012;202;1340;161;147;1299;201;94;308;295
2012;204;137;12;15;97;9;9;27;18
2012;205;1423;274;189;1237;191;186;463;377
2012;208;332;59;47;287;55;34;106;89
2012;211;1180;162;130;1232;172;87;292;259
2012;213;142;19;9;147;20;10;28;30
2012;214;408;60;44;303;42;32;104;74
2012;216;46;6;6;60;NA;NA;12;6
2012;217;155;31;23;152;22;21;54;43
2012;218;45;5;8;43;NA;NA;13;7
2012;224;370;65;35;275;45;18;100;63
2012;226;147;21;16;103;13;12;37;25
2012;230;66;8;10;48;6;7;18;13
2012;231;67;7;12;41;5;4;19;9
2012;232;404;62;65;358;44;49;127;93
2012;233;457;67;64;321;50;52;131;102
2012;235;608;82;75;624;84;48;157;132
2012;236;124;31;15;109;34;12;46;46
2012;239;71;16;14;55;13;6;30;19
2012;240;850;132;145;670;66;78;277;144
2012;241;318;39;48;300;39;39;87;78
2012;244;869;111;93;839;100;73;204;173
2012;245;1843;349;156;1584;302;162;505;464
2012;249;365;45;48;319;48;34;93;82
2012;250;57;10;10;48;NA;NA;20;8
2012;256;65;15;9;23;NA;NA;24;7
2012;257;1541;232;137;1457;236;111;369;347
2012;260;344;53;42;232;29;30;95;59
2012;261;262;75;24;331;108;64;99;172
2012;263;235;37;29;196;32;19;66;51
2012;265;54;6;9;44;NA;NA;15;8
2012;271;235;30;25;230;27;22;55;49
2012;272;1080;216;164;1005;215;131;380;346
2012;273;130;36;19;134;28;18;55;46
2012;275;68;13;4;64;7;8;17;15
2012;276;586;75;64;663;77;57;139;134
2012;280;50;11;6;41;4;8;17;12
2012;284;71;9;6;84;21;7;15;28
2012;285;1469;279;188;1290;189;156;467;345
2012;286;2016;381;263;1750;332;240;644;572
2012;287;164;28;27;125;28;11;55;39
2012;288;138;24;15;125;17;12;39;29
2012;290;195;23;27;149;28;18;50;46
2012;291;63;7;11;47;5;4;18;9
2012;295;17;NA;NA;7;NA;NA;4;NA
2012;297;4088;867;605;4687;936;612;1472;1548
2012;300;129;17;13;94;15;14;30;29
2012;301;599;80;88;432;62;37;168;99
2012;304;25;NA;NA;37;NA;NA;6;9
2012;305;528;102;82;362;77;51;184;128
2012;309;276;38;28;243;26;24;66;50
2012;312;58;6;4;32;NA;NA;10;8
2012;316;183;22;20;161;19;18;42;37
2012;317;104;11;19;53;10;6;30;16
2012;318;8;NA;NA;7;NA;NA;NA;NA
2012;320;260;32;47;162;18;16;79;34
2012;322;196;25;27;128;22;12;52;34
2012;398;3978;746;479;4342;775;511;1225;1286
2012;399;248;30;23;259;34;19;53;53
2012;400;217;37;19;218;32;18;56;50
2012;402;336;46;31;263;44;22;77;66
2012;403;109;22;25;50;16;6;47;22
2012;405;2220;442;337;2154;408;282;779;690
2012;407;118;18;12;92;20;8;30;28
2012;408;396;65;47;377;75;36;112;111
2012;410;674;89;76;658;102;49;165;151
2012;416;117;13;13;100;7;14;26;21
2012;417;56;6;11;67;4;5;17;9
2012;418;839;127;79;1054;161;76;206;237
2012;420;344;42;47;260;36;21;89;57
2012;421;33;5;5;24;NA;NA;10;8
2012;422;337;51;40;239;45;25;91;70
2012;423;659;82;74;778;97;40;156;137
2012;425;366;42;48;401;65;33;90;98
2012;426;504;64;60;534;78;55;124;133
2012;430;460;73;61;377;62;39;134;101
2012;433;343;51;37;281;50;21;88;71
2012;434;451;62;49;424;66;34;111;100
2012;435;32;NA;NA;13;NA;NA;5;NA
2012;436;75;12;11;64;NA;NA;23;15
2012;438;16;NA;NA;8;NA;NA;NA;NA
2012;440;123;22;22;99;12;9;44;21
2012;441;182;24;17;132;14;10;41;24
2012;444;1390;242;133;1283;215;129;375;344
2012;445;367;44;55;364;54;26;99;80
2012;475;128;18;17;116;16;9;35;25
2012;478;429;57;30;471;67;57;87;124
2012;480;68;12;9;64;10;4;21;14
2012;481;378;42;33;372;71;24;75;95
2012;483;50;4;7;25;NA;NA;11;6
2012;484;88;17;7;75;8;6;24;14
2012;489;63;8;10;68;9;7;18;16
2012;491;1555;330;225;1538;266;204;555;470
2012;494;333;39;40;285;40;30;79;70
2012;495;54;4;6;38;6;5;10;11
2012;498;90;19;23;83;21;10;42;31
2012;499;593;59;63;611;88;48;122;136
2012;500;394;45;37;419;42;24;82;66
2012;503;243;32;18;197;29;18;50;47
2012;504;81;14;10;68;6;8;24;14
2012;505;750;128;79;882;155;69;207;224
2012;507;201;24;19;176;21;13;43;34
2012;508;392;60;50;279;34;21;110;55
2012;529;709;110;85;673;107;60;195;167
2012;531;201;21;31;176;16;17;52;33
2012;535;325;38;51;193;23;29;89;52
2012;536;1192;177;117;1268;206;98;294;304
2012;538;192;26;21;193;25;8;47;33
2012;541;219;21;38;194;33;25;59;58
2012;543;1625;300;160;1542;281;113;460;394
2012;545;142;28;16;83;17;9;44;26
2012;560;589;85;73;527;100;45;158;145
2012;561;38;5;6;41;NA;NA;11;5
2012;562;341;49;45;327;46;28;94;74
2012;563;281;42;45;218;31;20;87;51
2012;564;5937;1231;922;6715;1102;825;2153;1927
2012;576;109;18;11;103;18;11;29;29
2012;577;380;61;29;392;60;35;90;95
2012;578;168;19;15;121;26;16;34;42
2012;580;160;10;22;123;16;10;32;26
2012;581;182;36;20;139;32;19;56;51
2012;583;45;8;4;39;NA;NA;12;8
2012;584;86;11;19;61;10;6;30;16
2012;588;78;11;7;53;6;8;18;14
2012;592;132;9;14;142;25;7;23;32
2012;593;547;96;86;428;58;51;182;109
2012;595;175;16;22;130;21;14;38;35
2012;598;634;106;67;556;86;70;173;156
2012;599;275;40;28;199;34;21;68;55
2012;601;138;19;14;99;24;11;33;35
2012;604;888;151;85;983;158;72;236;230
2012;607;159;17;24;147;16;16;41;32
2012;608;85;11;9;70;11;7;20;18
2012;609;2085;388;242;2172;346;251;630;597
2012;611;211;43;21;201;23;9;64;32
2012;614;115;21;15;73;12;11;36;23
2012;615;292;43;42;214;28;29;85;57
2012;616;78;11;12;94;16;7;23;23
2012;619;103;9;11;80;17;9;20;26
2012;620;91;9;6;65;8;5;15;13
2012;623;67;9;12;65;11;7;21;18
2012;624;197;17;15;187;23;8;32;31
2012;625;100;13;10;67;14;6;23;20
2012;626;135;25;19;120;19;14;44;33
2012;630;62;10;9;43;7;8;19;15
2012;631;84;12;16;73;NA;NA;28;14
2012;635;244;30;31;206;23;20;61;43
2012;636;263;41;30;270;37;19;71;56
2012;638;1685;284;184;1568;305;180;468;485
2012;678;736;112;92;558;77;61;204;138
2012;680;1270;166;156;1114;160;100;322;260
2012;681;105;14;10;88;16;9;24;25
2012;683;137;21;20;103;23;7;41;30
2012;684;1158;205;182;1050;190;150;387;340
2012;686;117;10;14;102;9;9;24;18
2012;687;56;5;9;44;NA;NA;14;11
2012;689;97;16;12;85;15;11;28;26
2012;691;103;18;16;55;12;10;34;22
2012;694;1199;244;114;1196;206;128;358;334
2012;697;55;9;4;40;6;6;13;12
2012;698;2169;442;347;2071;397;266;789;663
2012;700;137;9;18;150;28;8;27;36
2012;702;150;19;23;140;15;17;42;32
2012;704;244;32;30;227;22;17;62;39
2012;707;97;8;17;62;6;4;25;10
2012;710;719;112;74;607;98;71;186;169
2012;729;338;57;55;257;36;18;112;54
2012;732;99;18;13;80;12;13;31;25
2012;734;1470;293;168;1063;171;79;461;250
2012;736;75;10;4;84;12;11;14;23
2012;738;116;13;18;111;15;5;31;20
2012;739;109;15;21;93;15;8;36;23
2012;740;1164;229;187;1052;165;113;416;278
2012;742;36;NA;NA;25;4;6;6;10
2012;743;1980;401;261;2305;426;304;662;730
2012;746;193;25;28;117;27;13;53;40
2012;747;61;4;6;40;6;6;10;12
2012;748;247;27;31;163;20;16;58;36
2012;749;922;138;100;859;149;95;238;244
2012;751;99;13;15;79;7;11;28;18
2012;753;673;111;63;796;132;46;174;178
2012;755;338;59;33;327;48;19;92;67
2012;758;229;37;20;260;88;45;57;133
2012;759;74;7;14;41;6;8;21;14
2012;761;239;30;24;216;28;10;54;38
2012;762;180;28;24;105;20;12;52;32
2012;765;341;67;51;321;55;34;118;89
2012;766;NA;NA;NA;NA;NA;NA;NA;NA
2012;768;72;7;13;60;11;7;20;18
2012;771;32;NA;NA;49;NA;NA;6;11
2012;777;230;35;33;164;27;13;68;40
2012;778;224;31;24;194;31;16;55;47
2012;781;120;18;13;110;14;11;31;25
2012;783;283;29;27;232;42;27;56;69
2012;785;119;28;15;78;10;8;43;18
2012;790;703;99;77;635;85;63;176;148
2012;791;194;27;30;134;18;11;57;29
2012;831;188;17;27;163;22;14;44;36
2012;832;165;26;22;73;11;8;48;19
2012;833;62;7;5;50;11;4;12;15
2012;834;247;40;31;231;32;23;71;55
2012;837;9730;1900;1141;11064;1979;1540;3041;3519
2012;844;61;5;10;69;NA;NA;15;8
2012;845;100;10;18;86;15;12;28;27
2012;846;175;30;35;145;19;13;65;32
2012;848;164;19;18;125;18;12;37;30
2012;849;127;25;19;69;11;15;44;26
2012;850;108;14;10;94;12;9;24;21
2012;851;795;109;127;622;94;48;236;142
2012;853;7379;1464;834;8538;1373;1143;2298;2516
2012;854;101;19;10;64;11;13;29;24
2012;857;84;11;13;96;9;6;24;15
2012;858;1789;345;151;1707;310;113;496;423
2012;859;254;35;28;248;27;19;63;46
2012;886;525;61;60;438;60;28;121;88
2012;887;192;25;25;141;21;5;50;26
2012;889;90;10;19;83;12;9;29;21
2012;890;51;7;5;51;12;8;12;20
2012;892;107;17;9;128;18;11;26;29
2012;893;171;28;25;111;13;15;53;28
2012;895;443;74;57;289;42;34;131;76
2012;905;2578;494;352;2775;466;419;846;885
2012;908;609;105;84;610;84;55;189;139
2012;911;81;13;6;77;9;11;19;20
2012;915;815;122;117;619;84;68;239;152
2012;918;92;19;10;74;11;5;29;16
2012;921;69;8;10;50;6;4;18;10
2012;922;161;24;15;197;25;12;39;37
2012;924;93;20;10;69;13;6;30;19
2012;925;145;22;22;118;14;7;44;21
2012;927;1241;238;120;1093;186;94;358;280
2012;931;201;32;28;149;17;13;60;30
2012;934;77;7;12;51;NA;NA;19;10
2012;935;116;17;15;108;17;5;32;22
2012;936;233;33;35;207;15;25;68;40
2012;941;15;NA;NA;NA;NA;NA;4;NA
2012;946;191;26;11;111;20;8;37;28
2012;976;147;15;25;111;21;18;40;39
2012;977;513;94;73;586;100;77;167;177
2012;980;1283;164;140;1398;206;103;304;309
2012;981;92;10;13;74;9;5;23;14
2012;989;195;30;23;152;21;20;53;41
2012;992;567;86;67;509;60;40;153;100
2013;5;280;42;41;182;33;19;83;52
2013;9;85;13;10;65;5;4;23;9
2013;10;300;37;29;221;46;23;66;69
2013;16;315;34;30;279;33;26;64;59
2013;18;217;33;16;175;14;10;49;24
2013;19;161;21;12;133;28;9;33;37
2013;20;536;89;62;471;72;27;151;99
2013;35;16;NA;NA;18;NA;NA;NA;6
2013;43;34;NA;NA;25;NA;NA;7;NA
2013;46;63;6;7;72;5;4;13;9
2013;47;54;11;5;62;13;11;16;24
2013;49;10666;1965;927;10706;1971;1183;2892;3154
2013;50;343;40;35;282;38;31;75;69
2013;51;274;33;41;267;42;14;74;56
2013;52;57;10;14;42;8;6;24;14
2013;60;90;12;12;93;12;5;24;17
2013;61;667;107;54;650;89;62;161;151
2013;62;23;NA;NA;15;NA;NA;4;4
2013;65;23;NA;NA;25;NA;NA;5;8
2013;69;230;37;36;171;22;32;73;54
2013;71;238;33;29;167;16;20;62;36
2013;72;27;NA;NA;36;NA;NA;6;11
2013;74;31;6;4;19;4;4;10;8
2013;75;484;69;49;432;72;36;118;108
2013;76;69;7;4;65;6;8;11;14
2013;77;183;33;16;136;14;13;49;27
2013;78;296;34;39;203;37;31;73;68
2013;79;261;31;26;216;30;18;57;48
2013;81;157;29;19;102;13;8;48;21
2013;82;449;68;43;381;55;25;111;80
2013;86;414;65;39;346;64;24;104;88
2013;90;121;22;16;87;10;10;38;20
2013;91;20050;3715;1519;24501;5188;3607;5234;8795
2013;92;9779;1817;705;9531;1903;1022;2522;2925
2013;97;90;4;11;73;8;6;15;14
2013;98;961;125;99;813;102;64;224;166
2013;99;58;7;5;47;8;6;12;14
2013;102;293;45;36;255;30;41;81;71
2013;103;81;11;5;55;NA;NA;16;6
2013;105;82;8;10;63;6;6;18;12
2013;106;1549;272;126;1850;352;181;398;533
2013;108;343;46;38;394;41;26;84;67
2013;109;2346;449;259;2429;458;252;708;710
2013;111;605;116;60;609;88;42;176;130
2013;139;312;44;27;294;38;20;71;58
2013;140;735;133;98;681;89;113;231;202
2013;142;202;41;25;205;25;16;66;41
2013;143;311;45;38;274;43;18;83;61
2013;145;360;55;45;370;60;18;100;78
2013;146;120;9;17;115;16;10;26;26
2013;148;223;46;14;271;65;34;60;99
2013;149;180;27;18;189;30;18;45;48
2013;151;55;5;4;42;7;5;9;12
2013;152;154;17;21;104;16;7;38;23
2013;153;769;105;90;690;103;85;195;188
2013;165;602;86;59;547;89;34;145;123
2013;167;3084;513;463;3124;461;338;976;799
2013;169;235;34;12;198;34;15;46;49
2013;170;188;22;17;213;26;19;39;45
2013;171;175;17;18;145;19;15;35;34
2013;172;159;21;19;133;23;6;40;29
2013;176;149;19;17;103;17;10;36;27
2013;177;58;4;6;73;12;4;10;16
2013;178;176;30;19;125;19;10;49;29
2013;179;5365;1124;775;5691;856;634;1899;1490
2013;181;61;10;5;50;9;8;15;17
2013;182;617;106;69;483;58;46;175;104
2013;186;1860;351;155;1839;351;139;506;490
2013;202;1252;165;127;1394;189;97;292;286
2013;204;128;11;13;99;NA;NA;24;19
2013;205;1352;252;164;1133;182;156;416;338
2013;208;306;44;44;284;49;30;88;79
2013;211;1120;162;105;1113;136;107;267;243
2013;213;132;18;15;137;22;10;33;32
2013;214;353;65;45;349;54;35;110;89
2013;216;52;5;5;32;NA;NA;10;6
2013;217;202;30;27;138;21;15;57;36
2013;218;72;12;10;38;4;7;22;11
2013;224;300;40;32;268;45;20;72;65
2013;226;117;14;13;85;10;8;27;18
2013;230;45;NA;NA;49;6;4;10;10
2013;231;52;12;8;38;7;4;20;11
2013;232;410;58;53;341;61;34;111;95
2013;233;460;77;48;309;58;38;125;96
2013;235;606;84;72;719;116;72;156;188
2013;236;151;23;22;123;36;13;45;49
2013;239;76;10;12;50;4;11;22;15
2013;240;811;119;101;666;87;53;220;140
2013;241;311;50;31;257;26;24;81;50
2013;244;718;87;84;739;116;62;171;178
2013;245;1751;324;137;1824;326;183;461;509
2013;249;350;41;42;222;24;19;83;43
2013;250;77;6;13;45;NA;NA;19;10
2013;256;42;8;8;37;6;5;16;11
2013;257;1529;249;142;1404;216;112;391;328
2013;260;362;44;46;231;37;17;90;54
2013;261;270;82;17;348;108;51;99;159
2013;263;206;26;33;148;18;18;59;36
2013;265;48;7;4;30;NA;NA;11;6
2013;271;290;39;38;210;30;13;77;43
2013;272;1076;228;149;1051;197;144;377;341
2013;273;129;30;13;143;49;16;43;65
2013;275;70;8;6;53;6;4;14;10
2013;276;612;61;68;656;76;64;129;140
2013;280;49;7;8;31;NA;NA;15;6
2013;284;84;10;14;49;NA;NA;24;7
2013;285;1451;240;186;1255;202;153;426;355
2013;286;1899;377;212;1620;271;202;589;473
2013;287;177;27;32;113;14;13;59;27
2013;288;144;13;24;133;18;10;37;28
2013;290;214;33;30;160;26;21;63;47
2013;291;48;8;4;45;9;4;12;13
2013;295;12;NA;NA;10;NA;NA;4;NA
2013;297;3925;851;512;4614;854;545;1363;1399
2013;300;121;23;12;101;14;8;35;22
2013;301;574;88;77;428;52;43;165;95
2013;304;35;NA;NA;25;NA;NA;6;NA
2013;305;529;107;67;338;73;40;174;113
2013;309;286;35;38;257;32;16;73;48
2013;312;49;8;7;29;6;6;15;12
2013;316;208;23;16;189;31;17;39;48
2013;317;85;13;20;44;4;6;33;10
2013;318;12;NA;NA;13;NA;NA;4;NA
2013;320;227;34;36;176;26;12;70;38
2013;322;168;19;26;140;17;12;45;29
2013;398;4024;773;457;3999;718;421;1230;1139
2013;399;239;27;25;207;27;18;52;45
2013;400;210;34;19;184;26;27;53;53
2013;402;324;50;39;275;40;28;89;68
2013;403;123;21;24;68;22;5;45;27
2013;405;2139;449;285;2184;413;258;734;671
2013;407;102;14;8;100;18;8;22;26
2013;408;404;72;50;379;67;35;122;102
2013;410;675;89;59;619;79;51;148;130
2013;416;81;8;8;114;18;7;16;25
2013;417;62;NA;NA;86;NA;NA;9;9
2013;418;799;106;77;884;130;51;183;181
2013;420;315;45;41;262;40;18;86;58
2013;421;29;NA;NA;14;NA;NA;5;6
2013;422;324;41;42;254;36;27;83;63
2013;423;639;92;92;619;76;40;184;116
2013;425;394;59;58;347;51;35;117;86
2013;426;498;59;59;461;45;38;118;83
2013;430;383;60;55;378;46;35;115;81
2013;433;290;37;31;261;36;25;68;61
2013;434;427;55;44;423;65;34;99;99
2013;435;25;NA;NA;28;NA;NA;NA;4
2013;436;70;10;7;78;7;8;17;15
2013;438;8;NA;NA;11;NA;NA;NA;NA
2013;440;116;17;12;120;22;7;29;29
2013;441;118;10;18;128;33;10;28;43
2013;444;1280;220;112;1302;211;84;332;295
2013;445;401;49;46;345;53;23;95;76
2013;475;122;15;19;131;15;11;34;26
2013;478;466;68;31;488;75;66;99;141
2013;480;49;NA;NA;74;10;4;10;14
2013;481;372;55;45;334;55;15;100;70
2013;483;53;7;7;29;4;5;14;9
2013;484;107;12;11;82;18;8;23;26
2013;489;63;8;9;57;8;7;17;15
2013;491;1506;297;196;1524;287;174;493;461
2013;494;307;28;42;267;41;24;70;65
2013;495;62;9;9;35;NA;NA;18;7
2013;498;80;16;9;70;15;10;25;25
2013;499;567;75;70;554;63;51;145;114
2013;500;422;37;52;385;42;37;89;79
2013;503;250;29;29;214;37;15;58;52
2013;504;83;14;10;88;12;5;24;17
2013;505;781;130;77;707;136;41;207;177
2013;507;191;25;24;163;14;15;49;29
2013;508;376;62;41;258;37;18;103;55
2013;529;667;124;68;662;90;49;192;139
2013;531;194;20;16;164;18;20;36;38
2013;535;301;45;37;209;31;24;82;55
2013;536;1058;130;91;1157;186;85;221;271
2013;538;184;32;21;172;27;15;53;42
2013;541;218;39;25;169;32;17;64;49
2013;543;1396;252;128;1427;288;89;380;377
2013;545;136;23;15;76;8;8;38;16
2013;560;555;96;60;559;93;45;156;138
2013;561;44;NA;NA;35;NA;NA;12;7
2013;562;296;37;26;329;54;25;63;79
2013;563;253;36;38;179;19;17;74;36
2013;564;5678;1131;849;6569;1032;793;1980;1825
2013;576;107;14;10;86;12;5;24;17
2013;577;362;56;44;323;55;24;100;79
2013;578;168;21;19;93;13;6;40;19
2013;580;166;23;21;125;21;14;44;35
2013;581;186;32;16;145;28;10;48;38
2013;583;26;NA;NA;40;NA;NA;6;13
2013;584;99;21;17;60;12;4;38;16
2013;588;47;NA;NA;57;NA;NA;8;14
2013;592;159;9;15;153;18;10;24;28
2013;593;535;87;66;497;77;47;153;124
2013;595;149;22;27;100;19;8;49;27
2013;598;689;104;77;566;69;91;181;160
2013;599;277;30;35;214;24;18;65;42
2013;601;121;18;21;87;5;14;39;19
2013;604;799;98;74;853;130;74;172;204
2013;607;143;19;17;118;16;11;36;27
2013;608;75;11;9;70;6;4;20;10
2013;609;2185;390;249;2219;354;261;639;615
2013;611;205;27;25;165;23;11;52;34
2013;614;122;22;12;67;13;5;34;18
2013;615;277;37;36;190;30;17;73;47
2013;616;92;16;12;80;12;5;28;17
2013;619;94;14;7;81;11;6;21;17
2013;620;82;17;8;66;6;8;25;14
2013;623;67;NA;NA;58;10;6;15;16
2013;624;192;21;26;163;21;11;47;32
2013;625;67;11;11;90;12;10;22;22
2013;626;163;22;17;98;16;9;39;25
2013;630;56;8;11;32;6;7;19;13
2013;631;81;6;7;53;NA;NA;13;11
2013;635;192;22;18;195;27;19;40;46
2013;636;238;27;29;223;40;17;56;57
2013;638;1538;273;164;1518;287;143;437;430
2013;678;748;91;104;498;75;29;195;104
2013;680;1181;164;112;1040;134;72;276;206
2013;681;123;20;16;86;16;9;36;25
2013;683;147;18;14;82;13;5;32;18
2013;684;1080;218;160;1095;167;145;378;312
2013;686;94;7;9;96;13;11;16;24
2013;687;56;7;4;48;NA;NA;11;11
2013;689;112;14;12;91;10;7;26;17
2013;691;82;15;8;49;11;6;23;17
2013;694;1142;219;113;1168;211;114;332;325
2013;697;44;NA;NA;36;5;5;5;10
2013;698;2164;462;358;2096;400;245;820;645
2013;700;163;19;17;136;14;11;36;25
2013;702;168;32;18;115;NA;NA;50;26
2013;704;205;29;16;229;32;14;45;46
2013;707;82;8;5;81;12;8;13;20
2013;710;716;95;96;597;81;64;191;145
2013;729;304;36;40;248;33;20;76;53
2013;732;112;16;14;73;NA;NA;30;15
2013;734;1425;214;185;1053;131;65;399;196
2013;736;55;NA;NA;55;NA;NA;8;9
2013;738;82;9;10;83;15;7;19;22
2013;739;89;11;15;83;13;4;26;17
2013;740;1134;194;155;994;132;117;349;249
2013;742;34;NA;NA;32;NA;NA;9;8
2013;743;1990;375;247;2332;423;321;622;744
2013;746;210;22;17;122;12;20;39;32
2013;747;44;NA;NA;42;NA;NA;7;5
2013;748;197;19;26;140;15;14;45;29
2013;749;905;113;111;860;136;75;224;211
2013;751;116;7;13;70;NA;NA;20;7
2013;753;690;101;79;650;113;42;180;155
2013;755;308;42;35;267;44;17;77;61
2013;758;231;36;22;251;65;31;58;96
2013;759;72;5;12;48;5;4;17;9
2013;761;229;32;27;205;26;15;59;41
2013;762;155;17;21;111;11;8;38;19
2013;765;380;66;44;297;55;35;110;90
2013;766;NA;NA;NA;4;NA;NA;NA;NA
2013;768;74;8;12;69;9;4;20;13
2013;771;46;4;4;27;NA;NA;8;4
2013;777;218;35;30;137;19;16;65;35
2013;778;193;31;24;192;31;23;55;54
2013;781;133;11;14;121;21;10;25;31
2013;783;268;40;20;158;17;11;60;28
2013;785;119;12;16;88;12;8;28;20
2013;790;716;90;77;575;81;45;167;126
